GeneID	mG11-3-1	mG11-3-2	mG11-3-3	mG12-4-1	mG12-4-2	mG12-4-3	mG6-15-1	mG6-15-2	mG6-15-3	mG7-23-1	mG7-23-2	mG7-23-3	mG9-10-1	mG9-10-2	mG9-10-3	mG9-29-1	mG9-29-2	mG9-29-3
O53_5282_purN	18	22	25	26	21	16	16	15	10	22	22	28	38	29	36	32	24	17
O53_3078_usp	23	22	22	23	13	10	11	10	13	16	16	16	17	19	19	22	19	10
O53_1395_kaiB-1	17	21	18	16	10	9	7	8	6	15	17	18	24	17	18	15	19	7
O53_398	5	6	5	5	0	0	0	0	0	5	6	4	7	7	6	5	5	0
O53_1543_ribH	15	15	14	25	2	2	6	2	0	22	23	15	29	24	26	24	24	3
O53_627	8	9	9	14	8	6	7	2	2	12	9	14	16	14	14	16	13	5
O53_624	7	6	0	3	0	1	0	0	0	0	0	0	6	0	4	7	8	0
O53_2529	121	121	123	134	51	35	46	31	35	119	109	118	152	137	135	151	137	35
O53_1612	2	3	4	4	0	0	0	0	1	5	5	9	8	6	8	5	4	0
O53_3218	25	27	31	25	14	0	10	0	0	27	35	27	29	29	30	29	30	2
O53_1724	11	13	12	12	10	10	10	10	10	7	6	7	11	10	7	10	10	9
O53_4875	22	24	30	31	15	12	10	10	10	31	22	28	39	31	32	31	33	12
O53_1254_murG	29	35	36	36	26	22	31	25	16	42	39	43	41	40	40	32	40	26
O53_5149_pepN	82	81	79	75	55	33	50	31	26	85	103	79	107	98	99	89	95	45
O53_535	20	24	23	20	15	19	14	12	21	18	18	18	18	20	19	18	24	12
O53_269	13	0	4	2	0	0	4	0	4	4	0	0	14	4	4	31	0	0
O53_3529	28	30	32	38	15	12	13	9	12	34	33	35	41	38	38	38	35	10
O53_3177_clpP-1	9	10	11	15	7	7	4	2	3	6	7	6	8	9	8	12	12	4
O53_3329	18	23	22	17	12	8	14	6	20	21	18	20	22	20	20	20	17	12
O53_2465_rnd	26	27	30	27	11	5	7	3	3	26	24	28	35	30	30	36	35	4
O53_4935	2	1	2	2	4	4	3	4	2	2	1	2	2	2	2	1	2	4
O53_4556	100	104	110	117	114	121	116	119	88	113	115	109	89	131	119	14	113	103
O53_4468_dgkA	10	13	10	23	6	6	3	1	5	14	8	15	19	15	18	18	17	5
O53_2885	36	37	37	12	14	14	7	10	9	28	21	32	54	41	43	45	41	12
O53_385_aslB	37	45	42	38	14	11	13	7	6	44	41	50	51	43	46	48	43	8
O53_2518	17	17	16	15	14	8	5	6	5	16	14	14	23	18	17	19	16	8
O53_3549	1	2	1	2	2	2	2	2	1	2	1	2	9	1	2	0	2	2
O53_3080	10	9	4	5	2	1	9	7	0	12	11	10	17	12	14	16	7	0
O53_4350_ctr1	186	181	186	178	59	18	44	19	11	180	161	179	284	191	270	164	255	20
O53_4562	19	20	19	18	19	18	19	16	1	19	17	20	20	20	19	20	20	16
O53_3565	16	12	8	13	10	13	5	4	12	13	9	10	27	19	18	19	16	10
O53_1236	2	0	0	0	0	0	0	0	0	4	4	4	4	4	4	4	3	0
O53_2563	0	0	0	0	1	1	0	0	0	0	3	0	1	1	1	0	1	0
O53_950	5	12	6	15	3	0	2	0	0	12	12	18	23	16	20	17	17	0
O53_4493	20	21	21	18	20	6	14	7	3	21	21	23	25	23	25	24	22	7
O53_106	106	100	104	90	48	54	47	36	28	90	83	87	131	102	109	146	114	40
O53_571_lgt	24	31	30	28	20	14	19	9	6	28	25	35	36	35	37	36	39	16
O53_5384	34	34	31	36	23	27	23	22	18	30	28	29	46	37	39	34	33	22
O53_4709	72	56	52	44	50	61	11	4	2	44	31	47	84	71	69	85	69	46
O53_2091	5	5	6	16	10	10	8	5	0	11	6	11	21	12	12	21	14	8
O53_4767	3	3	2	1	3	2	1	3	0	1	3	2	4	2	2	5	4	1
O53_2443	59	67	72	90	26	10	28	11	11	82	74	81	109	81	101	94	94	12
O53_1420	6	5	6	4	3	2	3	3	2	7	6	7	11	8	9	10	7	2
O53_4672_acoB	14	20	20	26	20	17	14	17	14	25	49	23	24	23	23	23	22	17
O53_4506_dnaA	34	41	42	28	19	18	12	3	2	38	38	40	58	50	49	51	49	7
O53_4800	1	0	0	3	2	0	2	2	0	5	4	5	5	4	5	2	6	3
O53_1007	4	8	6	7	3	6	5	4	3	10	5	7	14	11	9	8	12	2
O53_693	13	7	8	0	12	2	13	0	0	14	3	3	21	2	5	7	0	0
O53_904	16	16	9	12	2	2	1	1	2	10	2	10	16	14	11	16	9	2
O53_1165	0	6	5	4	0	6	6	6	0	6	0	5	4	0	1	0	7	6
O53_4673_ftsH-2	75	80	85	81	32	19	36	20	15	80	76	84	104	90	102	99	91	21
O53_42	22	6	7	6	6	6	6	6	0	7	9	5	35	23	24	32	17	6
O53_4415_pheA	39	41	41	41	11	10	16	6	4	35	30	33	49	45	42	61	39	9
O53_2737	48	56	54	58	29	23	31	18	12	56	60	57	63	63	62	60	62	21
O53_3513	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0
O53_2958	7	1	0	0	0	2	0	0	1	0	0	0	4	0	0	2	0	0
O53_4309_mdnH	20	23	22	19	7	3	2	0	0	21	22	24	25	24	24	21	28	2
O53_190_petE	8	7	7	14	1	1	1	1	1	4	12	4	16	13	14	16	6	1
O53_1017	3	4	4	6	4	4	4	4	0	4	4	4	3	4	4	6	4	4
O53_3241	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	8	5	0
O53_5372_hpaIIM	38	48	41	43	37	33	40	34	23	42	39	44	44	43	47	44	43	35
O53_2455_pstA-1	5	6	4	3	4	1	2	2	3	4	4	3	8	8	7	10	6	0
O53_4784_dapL	18	23	22	22	16	10	14	8	7	22	21	21	26	23	23	28	24	12
O53_3634	52	34	39	30	8	6	7	7	7	13	9	10	62	33	34	48	36	10
O53_665	58	95	77	75	60	73	62	65	54	59	62	69	78	72	56	67	83	57
O53_4077_spkB-1	67	71	74	69	43	41	42	39	32	68	66	73	67	74	69	70	75	41
O53_5380_msrA	20	23	21	21	17	16	17	15	18	26	38	25	35	29	30	35	26	17
O53_3997	4	3	2	4	0	0	0	0	0	0	8	1	14	2	8	2	23	0
O53_4799	9	7	7	0	0	0	0	0	0	4	1	4	14	8	7	13	4	0
O53_5334	212	216	229	229	209	200	214	209	203	213	207	213	234	231	228	240	242	213
O53_705	1	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0
O53_4483_tRNA-Arg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O53_2261	6	5	5	7	2	1	2	1	0	5	5	6	8	5	7	6	5	1
O53_4414	9	3	1	1	0	0	0	0	0	1	1	1	8	2	6	8	5	0
O53_3577	16	21	20	17	16	16	15	14	15	20	20	20	20	19	22	22	20	15
O53_3108_metK	23	27	25	36	17	17	21	15	16	28	37	30	34	36	29	28	31	16
O53_3823	13	13	15	9	6	6	7	6	4	14	14	13	15	14	15	15	12	7
O53_163	26	25	23	19	17	15	20	12	3	23	21	23	25	25	26	28	26	19
O53_3475	22	19	18	17	18	16	14	19	3	15	15	18	21	16	20	19	19	15
O53_4769	6	3	2	2	2	4	1	1	2	2	3	3	4	3	3	4	3	1
O53_2173	12	3	2	2	1	1	1	1	0	1	1	1	0	1	1	2	1	1
O53_2655	19	17	12	12	2	2	2	1	1	14	11	14	22	16	24	23	15	2
O53_2701	13	13	15	6	3	1	1	0	0	5	7	6	7	8	7	7	11	1
O53_586	47	39	45	28	14	10	12	10	8	28	26	24	31	27	30	36	29	10
O53_4991	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
O53_68_nadA	32	30	26	26	0	0	3	0	1	25	24	25	32	28	33	35	33	0
O53_4867	13	8	7	3	5	4	3	6	2	7	8	6	14	7	7	13	10	1
O53_3465	5	5	5	8	3	0	0	0	0	7	5	4	8	6	8	10	8	0
O53_5190	39	45	41	32	20	2	12	1	1	46	43	48	64	53	54	46	53	1
O53_595	8	3	4	5	0	0	0	0	0	10	10	10	12	12	12	10	12	0
O53_1804	6	7	6	7	7	7	5	5	5	4	3	5	24	11	5	30	6	5
O53_4823_znuB	28	32	30	32	20	14	14	14	9	25	25	26	42	36	36	37	30	17
O53_629_pstA	20	23	25	22	17	26	20	4	7	35	36	32	39	34	40	36	30	9
O53_55	37	48	40	42	25	13	23	11	13	44	38	47	48	50	44	47	49	14
O53_152	46	48	54	36	29	27	31	18	17	39	37	45	54	46	42	40	35	27
O53_1653	76	64	73	69	60	67	49	55	48	63	130	68	93	76	77	110	76	59
O53_1960	43	54	54	48	39	37	28	19	21	49	43	48	64	56	59	67	54	37
O53_1816_rpmG	1	1	1	2	1	1	1	1	0	1	1	1	1	2	1	2	1	1
O53_4942	56	61	58	60	42	31	38	20	21	62	50	56	78	67	66	62	61	26
O53_3932	1	2	1	0	2	2	0	0	0	1	0	1	1	1	1	2	1	1
O53_4652	3	4	2	6	2	1	1	0	1	4	3	4	4	5	4	4	5	1
O53_4137_psaJ	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1
O53_4376_lplA	16	21	19	20	5	2	5	1	0	25	27	30	33	29	35	38	21	1
O53_3687	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
O53_4254	12	11	12	13	4	1	3	1	0	16	10	17	18	16	16	18	16	2
O53_4593_mazG	23	20	24	23	2	0	3	0	0	25	27	30	36	30	38	34	23	1
O53_823_dmtB	23	26	28	29	23	17	23	15	17	45	26	28	28	47	30	40	32	17
O53_57	16	19	16	18	10	8	7	7	10	16	18	16	23	24	22	25	17	7
O53_318_cmdD	104	64	71	71	96	126	80	63	93	80	89	93	194	130	148	153	119	91
O53_1485_ldcA	66	55	64	51	23	13	20	12	10	66	66	68	87	76	74	80	79	12
O53_5376	24	26	28	30	15	11	10	8	11	24	18	23	34	28	29	34	29	10
O53_4587	10	10	12	12	8	6	8	8	6	5	5	7	15	8	10	17	12	6
O53_4224	7	4	2	12	5	1	10	2	0	12	6	12	7	9	11	4	4	11
O53_3021	27	27	27	29	7	8	6	4	4	27	24	29	37	31	30	29	37	4
O53_2532	4	2	3	0	2	2	1	2	0	0	2	8	4	5	2	8	3	2
O53_4680	1	1	1	1	1	0	1	0	0	1	1	2	5	1	4	5	2	0
O53_171_modA	43	40	46	37	25	24	25	27	15	44	41	46	54	47	52	45	50	23
O53_4437_sigF	53	55	58	45	10	3	7	0	0	41	34	43	74	49	61	65	54	0
O53_1015	26	28	24	32	24	24	24	24	24	23	21	22	32	27	28	34	34	23
O53_1129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O53_1160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O53_1680_srpK	11	9	9	8	9	14	15	15	9	8	14	8	13	11	13	11	13	10
O53_50	33	40	33	28	17	19	9	8	9	28	22	22	35	30	35	41	32	12
O53_71	37	40	43	28	23	19	21	14	14	32	30	34	38	32	37	42	35	21
O53_1246	17	11	9	8	3	3	1	1	0	9	7	10	21	15	15	24	15	2
O53_1226	3	3	3	0	0	0	0	0	0	0	1	0	5	3	2	6	0	0
O53_1327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O53_5179_hemL	39	46	48	47	32	29	25	24	11	41	40	42	55	45	49	50	49	23
O53_5059	3	0	0	0	0	4	0	0	0	0	2	2	14	1	7	0	0	4
O53_5322_narB	76	95	88	107	59	52	61	43	43	99	106	104	134	119	127	119	120	52
O53_750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
O53_1764	22	26	21	28	24	23	23	25	23	27	25	26	28	28	28	28	28	25
O53_2624_gyrB	47	62	64	61	48	40	42	34	24	54	52	56	58	55	61	61	67	39
O53_3459_glnA	55	63	59	59	36	20	26	14	11	51	63	44	58	57	55	60	60	19
O53_89	6	5	6	6	4	4	4	4	0	8	7	7	9	8	9	9	5	4
O53_2337	2	1	1	2	0	0	0	0	0	1	1	1	2	1	2	5	1	0
O53_2736_natB	50	57	61	54	32	27	29	23	18	51	50	54	65	57	60	58	52	29
O53_2387_topA	143	135	146	122	62	39	59	18	20	137	141	152	185	162	159	150	147	30
O53_3185	23	23	27	27	20	16	16	12	11	24	21	21	27	24	24	26	25	15
O53_3312	73	33	44	43	90	89	85	87	3	90	67	74	33	86	35	0	35	81
O53_3291	39	44	45	42	24	17	22	16	12	44	40	43	52	48	50	41	47	19
O53_360	5	6	5	5	4	4	3	3	2	5	4	6	9	6	6	3	6	4
O53_107	78	91	90	67	62	55	53	50	37	71	115	87	119	113	108	112	81	57
O53_5027	1	5	3	6	2	3	2	2	1	5	5	5	5	6	5	5	5	2
O53_3584_rpsD	15	13	14	12	4	2	3	2	2	11	14	14	16	12	16	16	13	2
O53_2466_uma1	46	52	52	53	33	31	32	30	19	49	44	48	62	57	58	52	58	32
O53_4992_ndhD-1	39	45	46	47	36	30	36	34	20	50	48	46	52	46	51	44	48	39
O53_337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
O53_4846_rluA	66	72	70	71	57	43	51	42	39	70	68	68	77	75	78	78	73	42
O53_1508	34	37	35	37	14	9	12	4	1	35	29	31	49	42	42	49	43	4
O53_1737	11	13	14	18	12	11	11	11	7	21	20	21	45	19	39	24	14	11
O53_3596	9	4	3	8	6	5	3	0	0	3	3	5	4	7	12	7	20	4
O53_2678	8	9	10	7	3	3	3	2	2	10	10	11	12	11	12	11	11	3
O53_3484	12	17	14	13	8	8	2	1	1	7	4	6	12	13	12	17	11	6
O53_1544	90	87	88	80	57	55	36	33	47	69	64	80	101	93	102	111	93	38
O53_4335_ftzQ	36	41	39	36	28	33	22	13	14	34	32	38	48	39	43	42	49	24
O53_1095	11	10	11	11	9	9	9	7	6	10	10	10	10	11	10	8	11	8
O53_4727	102	113	96	89	83	72	78	77	70	80	75	87	105	91	92	100	82	71
O53_5011_trxA	4	4	4	4	0	0	1	0	0	5	5	5	5	5	5	7	4	0
O53_1466	92	99	88	89	41	38	14	15	15	70	67	77	101	88	92	115	95	29
O53_3975_petC-1	10	11	11	7	6	7	8	3	1	7	7	9	10	10	10	12	9	8
O53_3254_rpsA	23	15	15	21	3	1	4	0	0	20	35	18	29	25	26	31	30	1
O53_288	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	3	1	0
O53_4523	20	17	25	11	8	9	4	2	0	13	13	15	33	23	25	28	19	5
O53_2692	1	1	1	0	0	0	0	0	0	1	0	1	2	1	1	2	1	0
O53_4047_moeA	45	43	47	48	16	6	14	3	3	48	42	56	73	59	68	67	57	6
O53_3617	18	19	20	16	7	4	7	4	2	14	14	13	19	16	18	25	20	4
O53_1878_ndhG	12	20	19	16	12	14	12	12	15	17	21	15	24	19	18	21	19	13
O53_2749_mraY	28	33	34	34	23	19	19	17	15	39	43	36	46	43	46	37	48	20
O53_855	36	34	35	29	20	6	9	2	1	34	34	42	49	43	42	40	39	5
O53_752	71	85	84	74	66	60	66	53	48	79	81	84	106	88	93	100	74	61
O53_5128	15	15	13	10	7	8	0	0	9	11	9	13	16	15	15	19	15	5
O53_2993	12	19	18	17	15	16	15	13	14	15	21	13	20	19	17	16	17	16
O53_3165	9	6	5	2	3	3	0	0	2	1	2	2	17	7	8	18	9	1
O53_2371	5	11	6	17	10	10	11	10	8	16	18	23	20	17	19	18	7	11
O53_4741_apcC	2	2	2	3	0	0	0	0	0	3	3	3	4	4	4	4	4	0
O53_3111	46	59	45	48	9	3	8	1	0	50	48	48	68	53	56	62	55	2
O53_1183_fabH	24	35	38	41	29	23	30	24	15	46	44	45	48	47	49	44	44	29
O53_4578	1	0	1	0	0	0	2	0	0	2	1	1	0	1	0	3	2	1
O53_3965	107	114	130	114	102	108	116	113	97	120	134	114	129	141	132	122	120	101
O53_3623	8	6	8	6	7	7	6	7	7	8	6	6	7	6	7	7	9	7
O53_2045	18	19	18	17	4	3	6	4	1	16	17	17	24	21	21	17	19	4
O53_1453	16	16	18	20	9	8	7	4	1	19	19	17	29	20	24	24	21	6
O53_1282	22	27	26	25	16	8	9	6	6	23	23	27	30	25	26	28	26	9
O53_2294	2	0	0	2	0	0	0	0	0	0	0	0	2	0	1	0	0	0
O53_1274	46	59	58	57	32	23	28	16	13	53	52	60	69	60	63	59	59	20
O53_3825	11	15	12	9	9	9	8	9	8	19	17	20	37	25	27	10	16	9
O53_4073_tyv	38	38	38	23	23	28	16	16	9	28	29	32	47	36	32	50	37	24
O53_1056_rplR	7	10	7	9	4	4	5	4	4	6	7	7	12	10	10	10	9	3
O53_15	24	28	29	26	21	21	22	22	12	21	32	18	24	24	22	25	24	22
O53_1184	3	2	2	2	2	0	2	2	1	1	2	2	4	2	2	0	2	2
O53_4246	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	7	0	0
O53_5347	2	2	1	0	0	0	0	0	0	0	18	0	3	2	1	3	1	0
O53_1061_rlmN	38	35	43	42	21	19	15	11	11	40	37	37	53	44	44	55	45	14
O53_3259	7	9	9	7	9	9	7	8	9	7	8	7	5	6	7	5	7	9
O53_2805	9	15	14	19	11	11	11	11	9	13	13	16	18	17	18	16	20	11
O53_3498	10	11	11	10	6	2	4	2	0	14	14	13	15	15	14	10	18	4
O53_3770	11	10	11	7	5	3	1	0	2	3	2	7	12	9	6	14	12	1
O53_2800_proS	58	64	65	63	27	19	22	11	5	59	63	64	81	72	70	79	70	18
O53_3515	24	19	23	24	18	12	10	6	12	22	24	24	27	24	26	24	23	10
O53_2774	11	13	13	13	11	7	11	7	5	13	12	12	13	13	12	14	14	7
O53_206	43	51	47	49	26	16	27	23	17	42	36	41	56	52	47	60	39	25
O53_482	1	1	2	0	1	2	2	1	3	1	2	0	2	2	1	1	0	1
O53_1800_rcpA	9	10	11	8	6	3	9	4	5	7	10	8	9	9	8	11	7	4
O53_2947	6	6	6	7	6	5	5	3	5	6	20	5	5	5	5	6	6	3
O53_4590_panD	11	10	11	12	4	2	5	4	7	12	11	13	16	12	14	11	11	4
O53_2609	4	10	7	10	1	2	1	1	0	11	10	11	13	11	14	14	12	1
O53_5324_dnaB	28	124	104	40	14	14	16	13	13	26	26	28	39	29	37	54	62	13
O53_3262	12	8	8	11	6	6	3	1	5	5	5	6	12	6	7	11	5	5
O53_1759	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	0	0
O53_1869	14	6	9	7	5	4	2	2	0	2	3	4	16	7	11	13	10	1
O53_3681_rumA	52	56	57	60	30	18	22	17	11	58	55	52	63	58	67	59	57	20
O53_4443_iam	109	125	125	129	77	61	75	66	38	126	123	124	138	135	140	143	127	68
O53_3779	36	61	56	52	71	80	72	32	36	73	41	55	64	80	63	5	50	67
O53_4148	5	4	4	3	3	3	3	3	2	3	3	3	2	4	3	1	4	3
O53_1423_deoC	24	24	27	19	14	5	9	1	4	22	25	21	29	28	27	37	27	5
O53_4451	32	38	22	27	2	0	0	0	0	25	23	23	35	30	29	42	31	0
O53_376_guaB	5	7	7	12	5	5	6	5	3	8	8	11	12	9	10	7	13	5
O53_4264_ytcB	34	38	33	32	19	4	5	1	1	31	30	28	46	37	43	42	40	6
O53_4718	16	16	13	21	7	9	6	5	6	11	6	14	20	11	19	25	20	7
O53_4181_pstA-2	8	13	17	18	30	54	16	13	13	15	18	16	25	16	23	10	16	13
O53_1677_pilO	89	69	66	57	8	1	4	0	0	58	40	62	111	78	112	87	90	0
O53_1488_pksE	2	1	3	2	4	1	2	1	1	2	5	2	4	5	5	4	5	3
O53_3009	5	2	0	1	0	0	0	0	0	1	1	1	4	3	5	14	1	0
O53_320_hypA-2	9	10	7	6	0	1	1	2	2	6	6	8	11	9	10	11	7	0
O53_3479	10	8	11	7	2	0	1	0	0	8	10	10	13	12	11	9	7	0
O53_4081	5	3	2	5	0	0	0	0	0	0	0	0	9	5	5	6	5	0
O53_5293	5	7	7	3	0	0	0	0	0	3	1	3	6	4	5	6	2	0
O53_669_hisG	18	15	12	16	5	3	2	1	2	11	12	14	24	17	21	25	21	2
O53_2661_sunT	93	82	83	89	51	55	43	36	33	83	83	88	103	96	98	95	99	43
O53_3334	26	24	28	24	22	17	23	18	16	28	27	28	23	26	24	17	25	18
O53_2085	5	5	5	2	1	1	0	0	0	0	0	1	2	3	2	6	3	0
O53_3551	51	57	57	55	23	8	23	10	4	55	53	52	70	53	61	62	55	18
O53_3959	164	160	167	157	28	19	29	17	12	159	153	163	198	182	192	191	186	20
O53_4020_gvpV	2	2	1	6	1	0	1	0	0	4	1	7	12	4	5	3	5	0
O53_3278_pruA	77	78	88	78	56	53	58	48	43	78	80	77	87	83	83	90	88	52
O53_1745_trmJ	16	22	21	26	21	17	17	16	5	18	21	21	23	22	17	22	22	16
O53_4551	6	20	22	25	24	3	25	23	11	25	24	25	23	23	22	22	23	23
O53_2456	6	5	4	8	7	8	10	7	0	7	9	8	7	9	6	11	4	7
O53_2055	7	6	6	7	6	6	6	6	4	6	15	6	0	6	6	4	6	6
O53_4905	9	3	4	1	1	1	1	1	0	1	0	1	9	7	4	15	2	1
O53_1297	0	0	0	0	1	0	0	0	0	2	0	0	5	7	0	0	0	0
O53_1363_gltS	143	163	169	133	128	131	131	117	113	141	176	148	177	161	149	165	161	117
O53_2576	24	21	21	23	4	1	2	1	1	19	11	19	28	20	28	26	20	1
O53_3947	58	62	60	40	42	42	38	21	12	55	50	50	53	63	62	50	61	39
O53_2636_psbF	1	2	2	2	1	1	1	1	0	2	3	2	2	2	2	2	2	1
O53_926	27	32	29	33	17	11	16	9	10	29	26	32	38	36	37	32	34	12
O53_640	33	32	27	23	23	14	25	18	10	31	33	33	43	37	39	33	39	25
O53_1722_rplW	4	8	10	13	9	9	10	11	10	11	11	12	12	11	12	8	10	11
O53_1002	3	3	3	3	2	2	0	0	0	1	0	1	4	3	3	6	2	0
O53_2192	0	0	0	0	2	4	0	0	1	1	0	4	6	3	5	5	2	1
O53_384	7	8	6	15	9	8	8	8	7	8	8	7	7	8	7	6	7	7
O53_2867	0	0	1	1	1	1	1	1	1	0	0	1	2	1	0	0	1	1
O53_711	83	83	74	71	62	56	70	62	53	68	67	66	80	77	72	79	70	68
O53_2111	8	4	4	8	0	0	0	0	0	5	4	6	7	6	7	9	7	0
O53_49	27	33	34	31	29	31	26	23	33	33	33	33	31	32	34	45	32	24
O53_892	5	4	5	6	6	6	7	6	7	7	5	7	11	7	8	8	5	7
O53_688_nodC	48	49	46	36	14	6	19	2	0	39	38	41	47	47	47	57	45	6
O53_1384	79	49	82	62	76	48	39	0	0	60	55	48	68	86	82	80	63	70
O53_1073	4	5	4	4	4	4	4	4	1	4	4	4	11	4	4	7	4	4
O53_4824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
O53_4228	8	4	7	1	1	1	1	1	0	2	1	1	7	4	6	9	2	1
O53_4123	26	22	28	26	10	7	11	7	4	26	25	26	34	29	41	32	36	7
O53_815	27	25	28	31	14	7	19	5	4	30	29	33	39	31	40	38	29	8
O53_4797	3	4	4	7	1	0	3	2	2	3	6	4	8	7	7	9	5	1
O53_2973	26	22	20	16	16	19	13	12	10	15	15	19	29	20	22	29	28	12
O53_5075	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O53_3381_devH	10	21	22	21	11	13	13	9	1	21	19	21	19	20	24	17	21	13
O53_2891	47	37	35	37	42	57	30	28	28	38	35	45	52	46	47	35	44	34
O53_5042	4	3	3	1	1	1	1	1	0	2	1	2	1	1	2	3	5	1
O53_5070_glyQ	18	17	20	19	4	4	4	4	2	19	32	22	25	25	25	22	22	4
O53_1678	10	10	12	15	10	7	10	7	7	18	14	16	17	16	16	11	13	8
O53_3675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O53_2869	21	24	22	18	9	4	7	1	0	21	19	24	30	25	27	24	23	1
O53_3088	8	1	7	3	3	3	2	3	2	6	5	4	12	5	10	13	5	3
O53_3795_phaE	18	28	29	30	20	20	20	15	5	24	24	24	20	26	28	25	28	20
O53_3542	14	20	17	20	17	18	9	8	12	16	17	14	26	23	23	26	19	14
O53_1667	0	0	0	0	0	0	0	0	0	0	0	3	4	5	0	6	0	0
O53_4041	71	88	88	84	81	80	81	77	51	83	81	86	97	90	92	80	87	80
O53_1405	5	3	4	4	2	2	2	2	1	2	2	2	7	3	4	8	4	2
O53_323	5	18	18	29	17	18	16	16	16	19	21	23	27	25	30	29	24	17
O53_5106	1	0	0	1	0	0	0	0	0	1	0	1	2	1	1	2	1	0
O53_4204_trpB	37	45	46	47	23	18	28	17	13	46	75	51	58	54	56	56	53	18
O53_679	5	2	2	6	1	1	2	2	2	2	3	3	5	5	5	4	5	1
O53_2799	2	3	3	1	0	0	1	0	0	1	1	2	3	1	2	4	2	0
O53_4104	67	61	59	63	52	51	39	10	52	62	52	60	70	64	70	72	67	47
O53_2834_thiF	24	27	26	26	15	14	15	15	7	24	19	28	33	25	27	32	26	16
O53_4321	14	14	14	17	7	0	4	2	0	11	10	9	19	15	16	18	22	3
O53_1447	37	33	37	34	39	36	37	38	34	37	35	37	39	40	40	33	38	36
O53_5209	36	38	32	47	18	17	15	11	13	37	35	41	49	44	46	57	41	20
O53_1717	29	27	28	19	12	7	7	5	1	32	27	30	41	35	39	37	32	7
O53_1663	38	50	54	53	39	42	39	36	35	51	51	48	52	59	62	46	57	39
O53_2596	7	7	6	1	0	0	0	0	0	6	4	8	14	8	10	14	6	0
O53_4436	11	12	10	6	5	5	7	7	11	8	7	7	9	9	9	13	10	4
O53_2305	33	31	31	24	10	4	4	4	1	21	20	20	34	28	31	30	29	4
O53_3424	7	7	7	7	7	7	7	7	7	7	7	7	6	7	7	2	7	7
O53_5082	1	2	2	1	2	2	1	1	1	2	1	1	2	3	3	1	2	1
O53_725	7	4	5	6	4	5	4	1	1	6	9	7	11	7	8	5	6	3
O53_3913	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
O53_906	20	26	22	26	22	21	19	20	11	21	20	21	25	23	23	23	23	20
O53_547	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0
O53_2474_rtxB	9	10	10	8	9	9	8	6	5	8	8	6	9	12	9	9	8	9
O53_2957	50	56	59	52	43	43	48	40	23	51	50	51	56	51	50	54	52	45
O53_1047	5	7	8	7	7	7	5	7	6	6	4	6	6	5	6	41	6	6
O53_1303	4	6	5	8	5	5	3	0	0	3	5	5	8	6	8	6	4	4
O53_597	4	0	0	0	3	0	5	0	0	11	9	12	13	11	11	13	2	0
O53_434	5	6	6	6	6	6	5	6	0	5	15	5	5	5	5	6	5	6
O53_3680	32	28	35	24	18	16	16	16	13	24	24	25	41	38	40	31	31	17
O53_2395_crtO	54	51	51	54	21	18	19	13	11	51	49	58	65	60	64	60	55	17
O53_727	51	53	51	56	30	25	17	4	8	58	52	62	84	72	75	74	65	11
O53_4304	0	0	0	0	1	2	0	0	0	0	0	0	2	0	1	2	0	0
O53_1442	2	2	1	2	2	2	0	2	2	2	2	3	4	3	3	3	2	0
O53_4402_sufB	42	39	45	36	25	23	22	13	5	40	82	37	57	46	49	47	40	17
O53_3920	0	0	3	0	8	1	28	4	0	35	0	9	16	20	1	0	7	5
O53_4539	28	25	10	27	3	3	2	3	1	26	11	27	33	29	30	36	25	3
O53_1725_gcp	29	31	33	25	16	11	12	6	4	33	34	39	46	42	45	39	38	12
O53_2134	48	49	56	46	28	16	30	17	9	58	58	58	85	72	77	80	67	19
O53_1037	16	19	18	26	12	17	19	11	4	24	20	21	29	26	25	27	29	13
O53_258	35	35	36	31	25	20	18	12	16	25	28	28	29	31	31	37	36	16
O53_4491_pyrD	37	41	42	37	19	15	16	9	11	46	48	47	58	47	52	48	49	12
O53_1943	0	0	0	0	0	0	0	0	0	4	4	9	10	6	11	9	9	0
